,Agent,Monster,Tree2,Tree7,Tree12,Tree17,Tree22
0,10.0,23.0,2.0,0.0,1.0,0.0,0.0
1,15.0,23.0,1.0,1.0,1.0,0.0,0.0
2,10.0,23.0,1.0,0.0,1.0,1.0,0.0
3,16.0,8.0,2.0,2.0,0.0,1.0,2.0
4,11.0,14.0,0.0,1.0,1.0,2.0,1.0
5,10.0,23.0,2.0,2.0,0.0,2.0,0.0
6,21.0,23.0,1.0,2.0,2.0,2.0,1.0
7,6.0,3.0,2.0,1.0,0.0,1.0,1.0
8,11.0,23.0,1.0,0.0,1.0,1.0,1.0
9,16.0,19.0,0.0,2.0,0.0,1.0,1.0
10,11.0,4.0,1.0,2.0,2.0,0.0,0.0
11,11.0,8.0,1.0,1.0,1.0,0.0,0.0
12,16.0,19.0,1.0,0.0,0.0,1.0,1.0
13,11.0,3.0,0.0,1.0,2.0,0.0,0.0
