Agent,Exit,Frozen1,Frozen2,Frozen3,Frozen4,Frozen5,Frozen6,test_idx,Fact id,sf_found
11.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,13,47,1
11.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,13,47,1
7.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,14,53,1
7.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,14,53,1
7.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,14,53,1
7.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,14,53,1
7.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,14,53,1
12.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,15,56,1
12.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,15,56,1
12.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,15,56,1
12.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,15,56,1
12.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,15,56,1
12.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,16,58,1
12.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,16,58,1
12.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,16,58,1
12.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,16,58,1
12.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,16,58,1
24.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,17,59,1
24.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,17,59,1
24.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,17,59,1
24.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,17,59,1
24.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,17,59,1
2.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0,18,61,1
2.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0,18,61,1
2.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0,18,61,1
2.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0,18,61,1
2.0,0.0,10.0,11.0,12.0,15.0,16.0,17.0,18,61,1
10.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,19,62,1
10.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,19,62,1
10.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,19,62,1
10.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,19,62,1
10.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,19,62,1
6.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0,22,71,1
6.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0,22,71,1
6.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0,22,71,1
6.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0,22,71,1
6.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0,22,71,1
13.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,23,75,1
13.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,23,75,1
13.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,23,75,1
13.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,23,75,1
13.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,23,75,1
8.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,24,76,1
8.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,24,76,1
8.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,24,76,1
8.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,24,76,1
8.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,24,76,1
13.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,26,87,1
13.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,26,87,1
13.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,26,87,1
13.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,26,87,1
13.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,26,87,1
11.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,27,93,1
11.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,27,93,1
11.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,27,93,1
11.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,27,93,1
11.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,27,93,1
18.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,28,98,1
18.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,28,98,1
18.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,28,98,1
18.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,28,98,1
18.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,28,98,1
10.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,29,106,1
10.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,29,106,1
10.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,29,106,1
10.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,29,106,1
10.0,15.0,10.0,11.0,12.0,15.0,16.0,17.0,29,106,1
15.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,30,113,1
15.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,30,113,1
15.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,30,113,1
15.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,30,113,1
15.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,30,113,1
11.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,31,116,1
11.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,31,116,1
11.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,31,116,1
11.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,31,116,1
11.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,31,116,1
9.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,34,120,1
9.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,34,120,1
9.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,34,120,1
9.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,34,120,1
9.0,10.0,10.0,11.0,12.0,15.0,16.0,17.0,34,120,1
11.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,35,124,1
11.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,35,124,1
11.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,35,124,1
11.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,35,124,1
11.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,35,124,1
19.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,37,137,1
19.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,37,137,1
19.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,37,137,1
19.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,37,137,1
19.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,37,137,1
23.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,38,138,1
23.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,38,138,1
23.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,38,138,1
23.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,38,138,1
23.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,38,138,1
18.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,39,139,1
18.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,39,139,1
18.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,39,139,1
18.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,39,139,1
18.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,39,139,1
7.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,43,147,1
7.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,43,147,1
7.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,43,147,1
7.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,43,147,1
7.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,43,147,1
10.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,44,155,1
10.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,44,155,1
10.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,44,155,1
10.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,44,155,1
10.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,44,155,1
7.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,45,159,1
7.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,45,159,1
7.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,45,159,1
7.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,45,159,1
7.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,45,159,1
15.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,46,170,1
15.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,46,170,1
15.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,46,170,1
15.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,46,170,1
15.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,46,170,1
10.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,48,174,1
10.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,48,174,1
10.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,48,174,1
10.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,48,174,1
10.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,48,174,1
11.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,49,175,1
11.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,49,175,1
11.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,49,175,1
11.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,49,175,1
11.0,12.0,10.0,11.0,12.0,15.0,16.0,17.0,49,175,1
23.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,50,184,1
23.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,50,184,1
23.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,50,184,1
23.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,50,184,1
23.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,50,184,1
12.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,51,186,1
12.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,51,186,1
12.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,51,186,1
12.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,51,186,1
12.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,51,186,1
9.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0,52,189,1
9.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0,52,189,1
9.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0,52,189,1
9.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0,52,189,1
9.0,5.0,10.0,11.0,12.0,15.0,16.0,17.0,52,189,1
22.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,53,191,1
22.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,53,191,1
22.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,53,191,1
22.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,53,191,1
22.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,53,191,1
4.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0,56,194,1
4.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0,56,194,1
4.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0,56,194,1
4.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0,56,194,1
4.0,6.0,10.0,11.0,12.0,15.0,16.0,17.0,56,194,1
10.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,57,196,1
10.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,57,196,1
10.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,57,196,1
10.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,57,196,1
10.0,13.0,10.0,11.0,12.0,15.0,16.0,17.0,57,196,1
20.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,58,197,1
20.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,58,197,1
20.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,58,197,1
20.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,58,197,1
20.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,58,197,1
18.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,60,206,1
18.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,60,206,1
18.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,60,206,1
18.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,60,206,1
18.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,60,206,1
11.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,63,220,1
11.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,63,220,1
11.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,63,220,1
11.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,63,220,1
11.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,63,220,1
9.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0,64,221,1
9.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0,64,221,1
9.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0,64,221,1
9.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0,64,221,1
9.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0,64,221,1
22.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,66,227,1
22.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,66,227,1
22.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,66,227,1
22.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,66,227,1
22.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,66,227,1
22.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,67,229,1
22.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,67,229,1
22.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,67,229,1
22.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,67,229,1
22.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,67,229,1
9.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0,68,239,1
9.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0,68,239,1
9.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0,68,239,1
9.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0,68,239,1
9.0,8.0,10.0,11.0,12.0,15.0,16.0,17.0,68,239,1
15.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,73,253,1
15.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,73,253,1
15.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,73,253,1
15.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,73,253,1
15.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,73,253,1
5.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,75,258,1
5.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,75,258,1
5.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,75,258,1
5.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,75,258,1
5.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,75,258,1
17.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,76,269,1
17.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,76,269,1
17.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,76,269,1
17.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,76,269,1
17.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,76,269,1
22.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,77,273,1
22.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,77,273,1
22.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,77,273,1
22.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,77,273,1
22.0,19.0,10.0,11.0,12.0,15.0,16.0,17.0,77,273,1
5.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0,80,276,1
5.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0,80,276,1
5.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0,80,276,1
5.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0,80,276,1
5.0,3.0,10.0,11.0,12.0,15.0,16.0,17.0,80,276,1
5.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0,82,290,1
5.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0,82,290,1
5.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0,82,290,1
5.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0,82,290,1
5.0,7.0,10.0,11.0,12.0,15.0,16.0,17.0,82,290,1
5.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0,83,292,1
5.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0,83,292,1
5.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0,83,292,1
5.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0,83,292,1
5.0,9.0,10.0,11.0,12.0,15.0,16.0,17.0,83,292,1
17.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,84,297,1
17.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,84,297,1
17.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,84,297,1
17.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,84,297,1
17.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,84,297,1
15.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,85,298,1
15.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,85,298,1
15.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,85,298,1
15.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,85,298,1
15.0,17.0,10.0,11.0,12.0,15.0,16.0,17.0,85,298,1
11.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,87,303,1
11.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,87,303,1
11.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,87,303,1
11.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,87,303,1
11.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,87,303,1
16.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,88,306,1
16.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,88,306,1
16.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,88,306,1
16.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,88,306,1
16.0,22.0,10.0,11.0,12.0,15.0,16.0,17.0,88,306,1
5.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,89,318,1
5.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,89,318,1
5.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,89,318,1
5.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,89,318,1
5.0,14.0,10.0,11.0,12.0,15.0,16.0,17.0,89,318,1
6.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,90,319,1
6.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,90,319,1
6.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,90,319,1
6.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,90,319,1
6.0,11.0,10.0,11.0,12.0,15.0,16.0,17.0,90,319,1
7.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,92,325,1
7.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,92,325,1
7.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,92,325,1
7.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,92,325,1
7.0,23.0,10.0,11.0,12.0,15.0,16.0,17.0,92,325,1
20.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,97,336,1
20.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,97,336,1
20.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,97,336,1
20.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,97,336,1
20.0,24.0,10.0,11.0,12.0,15.0,16.0,17.0,97,336,1
12.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,98,339,1
12.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,98,339,1
12.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,98,339,1
12.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,98,339,1
12.0,20.0,10.0,11.0,12.0,15.0,16.0,17.0,98,339,1
7.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,99,340,1
7.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,99,340,1
7.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,99,340,1
7.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,99,340,1
7.0,21.0,10.0,11.0,12.0,15.0,16.0,17.0,99,340,1
