,Fact id,Fact,SF,Fact actions,Recourse,fidelity,num_cfs,uncertainty,sparsity,exceptionality,Value
0,24,"[11.0, 14.0, 1.0, 2.0, 0.0, 2.0, 1.0]","[20.0, 14.0, 2.0, 0.0, 2.0, 2.0, 0.0]","[3, 0, 4]","[1, 5, 4]",0.02688874366382758,False,0.7,1.0,1.0,0
1,24,"[11.0, 14.0, 1.0, 2.0, 0.0, 2.0, 1.0]","[20.0, 14.0, 1.0, 0.0, 2.0, 2.0, 0.0]","[3, 0, 4]","[2, 1, -1]",0.09299001842737198,False,0.6,0.6666666666666666,1.0,0
2,24,"[11.0, 14.0, 1.0, 2.0, 0.0, 2.0, 1.0]","[20.0, 14.0, 2.0, 2.0, 2.0, 2.0, 1.0]","[3, 0, 4]","[4, 4, 1]",0.06181226670742035,False,0.6,1.0,1.0,0
3,24,"[11.0, 14.0, 1.0, 2.0, 0.0, 2.0, 1.0]","[15.0, 14.0, 2.0, 2.0, 2.0, 2.0, 2.0]","[3, 0, 4]","[4, 4, 2]",0.10332321127255757,False,0.5,1.0,1.0,0
4,24,"[11.0, 14.0, 1.0, 2.0, 0.0, 2.0, 1.0]","[5.0, 14.0, 2.0, 0.0, 2.0, 2.0, 1.0]","[3, 0, 4]","[4, 3, 3]",0.1676718294620514,False,1.0,1.0,0.7333333333333334,0
5,24,"[11.0, 14.0, 1.0, 2.0, 0.0, 2.0, 1.0]","[20.0, 14.0, 1.0, 2.0, 2.0, 2.0, 1.0]","[3, 0, 4]","[2, 2, 1]",0.11180179193615913,False,0.4,1.0,1.0,0
6,24,"[11.0, 14.0, 1.0, 2.0, 0.0, 2.0, 1.0]","[16.0, 14.0, 2.0, 0.0, 2.0, 0.0, 1.0]","[3, 0, 4]","[0, 0, 4]",0.20923163276165724,False,1.0,1.0,0.7142857142857143,0
7,24,"[11.0, 14.0, 1.0, 2.0, 0.0, 2.0, 1.0]","[17.0, 14.0, 0.0, 0.0, 2.0, 0.0, 0.0]","[3, 0, 4]","[0, 4, 0]",0.20667190415163836,False,1.0,1.0,0.7222222222222222,0
8,67,"[16.0, 18.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[20.0, 18.0, 1.0, 0.0, 2.0, 1.0, 2.0]","[1, 1, 0]","[1, 1, 1]",0.3563049690177043,False,1.0,1.0,0.5222222222222223,0
9,67,"[16.0, 18.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[0.0, 18.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[1, 1, 0]","[3, -1, -1]",0.03663678467273712,False,1.0,0.3333333333333333,1.0,0
10,67,"[16.0, 18.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[1.0, 18.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[1, 1, 0]","[3, 5, 0]",0.08171467455880095,False,1.0,1.0,0.7777777777777777,0
11,67,"[16.0, 18.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[10.0, 18.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[1, 1, 0]","[4, 1, -1]",0.2992129549384117,False,1.0,0.6666666666666666,0.75,0
