,Fact id,Fact,SF,Fact actions,Recourse,fidelity,uncertainty,num_cfs,sparsity,exceptionality,Value
0,0,"[12, 19, 10, 11, 12, 15, 16, 17]","[16, 19, 10, 11, 12, 15, 16, 17]","[1, 0, 1]","[4, 0, 2]",0.12390272443493207,0.9,False,1.0,0.012052129088466984,0
1,0,"[12, 19, 10, 11, 12, 15, 16, 17]","[8, 19, 10, 11, 12, 15, 16, 17]","[1, 0, 1]","[3, 3, -1]",0.024439888074994087,1.0,False,0.6666666666666666,0.022962614308768153,0
2,0,"[12, 19, 10, 11, 12, 15, 16, 17]","[9, 19, 10, 11, 12, 15, 16, 17]","[1, 0, 1]","[2, 0, 3]",0.09752577946831782,0.6,False,1.0,0.02692428653967115,0
3,2,"[2, 1, 10, 11, 12, 15, 16, 17]","[9, 1, 10, 11, 12, 15, 16, 17]","[2, 3, 2]","[1, 0, 0]",0.04218499983350436,1.0,False,1.0,0.030471246966092325,0
4,2,"[2, 1, 10, 11, 12, 15, 16, 17]","[8, 1, 10, 11, 12, 15, 16, 17]","[2, 3, 2]","[0, 1, -1]",0.02979221660643816,1.0,False,0.6666666666666666,0.03401731430081946,0
5,2,"[2, 1, 10, 11, 12, 15, 16, 17]","[12, 1, 10, 11, 12, 15, 16, 17]","[2, 3, 2]","[3, 1, 1]",0.09716008479396503,1.0,False,1.0,0.03025096324065396,0
6,10,"[3, 3, 10, 11, 12, 15, 16, 17]","[4, 3, 10, 11, 12, 15, 16, 17]","[3, 3, 2]","[0, 3, -1]",0.08247055299580097,1.0,False,0.6666666666666666,0.03332682663143037,0
7,10,"[3, 3, 10, 11, 12, 15, 16, 17]","[3, 3, 10, 11, 12, 15, 16, 17]","[3, 3, 2]","[3, 3, 3]",0.12559720873832703,1.0,False,1.0,0.03219315895372234,0
8,10,"[3, 3, 10, 11, 12, 15, 16, 17]","[7, 3, 10, 11, 12, 15, 16, 17]","[3, 3, 2]","[3, 1, 2]",0.05513785189638535,1.0,False,1.0,0.04016096579476861,0
9,10,"[3, 3, 10, 11, 12, 15, 16, 17]","[13, 3, 10, 11, 12, 15, 16, 17]","[3, 3, 2]","[1, 1, -1]",0.010013335384428501,1.0,False,0.6666666666666666,0.044144869215291746,0
